palabra,pagina,palabra_busqueda,cantidad,fechaini,fechafin
lado,https://www.infobae.com/circulo-rojo/2018/04/12/el-pedido-de-un-empresario-de-ecuador-a-sus-pares-argentinos/,daniel+pelegrina,1,20180412,20180412
argentino,https://www.infobae.com/circulo-rojo/2018/04/12/el-pedido-de-un-empresario-de-ecuador-a-sus-pares-argentinos/,daniel+pelegrina,1,20180412,20180412
recibieron,https://www.infobae.com/circulo-rojo/2018/04/12/el-pedido-de-un-empresario-de-ecuador-a-sus-pares-argentinos/,daniel+pelegrina,1,20180412,20180412
representantes,https://www.infobae.com/circulo-rojo/2018/04/12/el-pedido-de-un-empresario-de-ecuador-a-sus-pares-argentinos/,daniel+pelegrina,1,20180412,20180412
principales,https://www.infobae.com/circulo-rojo/2018/04/12/el-pedido-de-un-empresario-de-ecuador-a-sus-pares-argentinos/,daniel+pelegrina,1,20180412,20180412
sectores,https://www.infobae.com/circulo-rojo/2018/04/12/el-pedido-de-un-empresario-de-ecuador-a-sus-pares-argentinos/,daniel+pelegrina,1,20180412,20180412
economicos,https://www.infobae.com/circulo-rojo/2018/04/12/el-pedido-de-un-empresario-de-ecuador-a-sus-pares-argentinos/,daniel+pelegrina,1,20180412,20180412
convocados,https://www.infobae.com/circulo-rojo/2018/04/12/el-pedido-de-un-empresario-de-ecuador-a-sus-pares-argentinos/,daniel+pelegrina,1,20180412,20180412
traves,https://www.infobae.com/circulo-rojo/2018/04/12/el-pedido-de-un-empresario-de-ecuador-a-sus-pares-argentinos/,daniel+pelegrina,1,20180412,20180412
consejo,https://www.infobae.com/circulo-rojo/2018/04/12/el-pedido-de-un-empresario-de-ecuador-a-sus-pares-argentinos/,daniel+pelegrina,1,20180412,20180412
interamericano,https://www.infobae.com/circulo-rojo/2018/04/12/el-pedido-de-un-empresario-de-ecuador-a-sus-pares-argentinos/,daniel+pelegrina,1,20180412,20180412
comercio,https://www.infobae.com/circulo-rojo/2018/04/12/el-pedido-de-un-empresario-de-ecuador-a-sus-pares-argentinos/,daniel+pelegrina,1,20180412,20180412
produccion,https://www.infobae.com/circulo-rojo/2018/04/12/el-pedido-de-un-empresario-de-ecuador-a-sus-pares-argentinos/,daniel+pelegrina,1,20180412,20180412
cicyp,https://www.infobae.com/circulo-rojo/2018/04/12/el-pedido-de-un-empresario-de-ecuador-a-sus-pares-argentinos/,daniel+pelegrina,1,20180412,20180412
encabeza,https://www.infobae.com/circulo-rojo/2018/04/12/el-pedido-de-un-empresario-de-ecuador-a-sus-pares-argentinos/,daniel+pelegrina,1,20180412,20180412
adrian,https://www.infobae.com/circulo-rojo/2018/04/12/el-pedido-de-un-empresario-de-ecuador-a-sus-pares-argentinos/,daniel+pelegrina,1,20180412,20180412
werthein,https://www.infobae.com/circulo-rojo/2018/04/12/el-pedido-de-un-empresario-de-ecuador-a-sus-pares-argentinos/,daniel+pelegrina,1,20180412,20180412
convocatoria,https://www.infobae.com/circulo-rojo/2018/04/12/el-pedido-de-un-empresario-de-ecuador-a-sus-pares-argentinos/,daniel+pelegrina,1,20180412,20180412
